 3  1.00 1480. 1.30 0.01 0.50 1600. 1.75 0.20 1.60 1550. 1.50 0.20 1680. 1.95 0.10 0.033
 3  0.98 1480. 1.30 0.01 0.50 1602. 1.75 0.20 1.62 1550. 1.50 0.20 1680. 1.95 0.10 0.033
 3  0.96 1479. 1.29 0.01 0.50 1604. 1.75 0.20 1.64 1551. 1.50 0.20 1681. 1.95 0.10 0.033
 3  0.96 1479. 1.29 0.01 0.51 1604. 1.75 0.20 1.64 1552. 1.51 0.20 1680. 1.95 0.10 0.033
 3  0.94 1480. 1.30 0.01 0.50 1606. 1.75 0.20 1.66 1553. 1.51 0.20 1681. 1.95 0.10 0.033
 3  0.92 1481. 1.31 0.01 0.52 1608. 1.75 0.20 1.68 1552. 1.50 0.20 1680. 1.95 0.10 0.033
 3  0.90 1480. 1.30 0.01 0.50 1610. 1.75 0.20 1.70 1552. 1.51 0.20 1682. 1.95 0.10 0.033
 3  0.88 1479. 1.30 0.01 0.50 1612. 1.75 0.20 1.72 1551. 1.51 0.20 1680. 1.95 0.10 0.033
 3  0.88 1479. 1.30 0.01 0.51 1612. 1.75 0.20 1.72 1551. 1.50 0.20 1679. 1.95 0.10 0.033
 3  0.86 1478. 1.29 0.01 0.50 1614. 1.75 0.20 1.74 1552. 1.51 0.20 1680. 1.95 0.10 0.033
 3  0.84 1480. 1.30 0.01 0.52 1616. 1.75 0.20 1.75 1550. 1.50 0.20 1679. 1.95 0.10 0.033
 3  0.84 1480. 1.30 0.01 0.51 1616. 1.75 0.20 1.75 1550. 1.50 0.20 1678. 1.94 0.10 0.033
 3  0.82 1481. 1.30 0.01 0.50 1618. 1.75 0.20 1.75 1551. 1.50 0.20 1680. 1.95 0.10 0.033
 4  0.80 1480. 1.30 0.01 0.52 1620. 1.75 0.20 0.02 1522. 1.41 0.20 1.75 1550. 1.50 0.20 1680. 1.95 0.10 0.033
 4  0.78 1480. 1.30 0.01 0.50 1622. 1.76 0.20 0.04 1520. 1.41 0.20 1.75 1550. 1.50 0.20 1679. 1.95 0.10 0.033
 4  0.76 1480. 1.30 0.01 0.51 1624. 1.76 0.20 0.06 1520. 1.40 0.20 1.75 1551. 1.50 0.20 1678. 1.94 0.10 0.033
 4  0.74 1480. 1.30 0.01 0.50 1626. 1.76 0.20 0.08 1521. 1.40 0.20 1.75 1550. 1.50 0.20 1677. 1.93 0.10 0.033
 4  0.74 1480. 1.30 0.01 0.51 1626. 1.76 0.20 0.08 1520. 1.40 0.20 1.75 1551. 1.50 0.20 1678. 1.94 0.10 0.033
 4  0.72 1482. 1.31 0.01 0.50 1628. 1.76 0.20 0.10 1521. 1.41 0.20 1.75 1550. 1.50 0.20 1679. 1.94 0.10 0.033
 4  0.72 1482. 1.31 0.01 0.51 1628. 1.76 0.20 0.10 1520. 1.40 0.20 1.75 1551. 1.50 0.20 1679. 1.95 0.10 0.033
 4  0.70 1484. 1.32 0.01 0.50 1630. 1.76 0.20 0.12 1520. 1.40 0.20 1.75 1550. 1.50 0.20 1680. 1.95 0.10 0.033
 4  0.68 1482. 1.31 0.01 0.50 1630. 1.76 0.20 0.14 1521. 1.41 0.20 1.75 1551. 1.50 0.20 1680. 1.95 0.10 0.033
 4  0.68 1482. 1.31 0.01 0.52 1630. 1.76 0.20 0.14 1520. 1.40 0.20 1.75 1551. 1.50 0.20 1681. 1.95 0.10 0.033
 4  0.66 1482. 1.31 0.01 0.51 1630. 1.76 0.20 0.16 1523. 1.42 0.20 1.75 1551. 1.50 0.20 1681. 1.95 0.10 0.033
 4  0.64 1480. 1.30 0.01 0.50 1630. 1.76 0.20 0.18 1522. 1.41 0.20 1.75 1552. 1.50 0.20 1682. 1.96 0.10 0.033
 4  0.64 1480. 1.30 0.01 0.51 1630. 1.76 0.20 0.18 1521. 1.40 0.20 1.75 1552. 1.50 0.20 1682. 1.96 0.10 0.033
 4  0.62 1481. 1.30 0.01 0.50 1630. 1.76 0.20 0.20 1520. 1.41 0.20 1.75 1552. 1.50 0.20 1681. 1.95 0.10 0.033
 5  0.60 1481. 1.31 0.01 0.51 1632. 1.76 0.20 0.22 1521. 1.42 0.20 0.03 1610. 1.80 0.20 1.72 1550. 1.50 0.20 1681. 1.95 0.10 0.033
 5  0.58 1481. 1.30 0.01 0.50 1634. 1.77 0.20 0.24 1522. 1.40 0.20 0.06 1611. 1.80 0.20 1.69 1550. 1.50 0.20 1681. 1.95 0.10 0.033
 5  0.56 1482. 1.31 0.01 0.49 1636. 1.77 0.20 0.26 1521. 1.40 0.20 0.09 1611. 1.80 0.20 1.66 1550. 1.50 0.20 1680. 1.95 0.10 0.033
 5  0.54 1482. 1.30 0.01 0.50 1638. 1.77 0.20 0.28 1521. 1.41 0.20 0.12 1612. 1.80 0.20 1.63 1550. 1.50 0.20 1682. 1.96 0.10 0.033
 5  0.54 1483. 1.32 0.01 0.50 1638. 1.77 0.20 0.28 1524. 1.40 0.20 0.12 1612. 1.80 0.20 1.63 1550. 1.50 0.20 1680. 1.94 0.10 0.033
 5  0.52 1483. 1.31 0.01 0.51 1640. 1.77 0.20 0.30 1522. 1.41 0.20 0.15 1611. 1.80 0.20 1.60 1550. 1.50 0.20 1681. 1.95 0.10 0.033
 5  0.52 1483. 1.31 0.01 0.50 1640. 1.77 0.20 0.30 1521. 1.42 0.20 0.15 1610. 1.80 0.20 1.60 1550. 1.50 0.20 1680. 1.95 0.10 0.033
 5  0.50 1483. 1.32 0.01 0.52 1640. 1.77 0.20 0.32 1522. 1.41 0.20 0.18 1610. 1.80 0.20 1.57 1550. 1.50 0.20 1680. 1.95 0.10 0.033
 5  0.50 1484. 1.32 0.01 0.53 1640. 1.77 0.20 0.32 1523. 1.40 0.20 0.18 1609. 1.80 0.20 1.57 1550. 1.50 0.20 1681. 1.95 0.10 0.033
 5  0.48 1484. 1.32 0.01 0.51 1640. 1.77 0.20 0.34 1522. 1.41 0.20 0.21 1608. 1.80 0.20 1.54 1550. 1.50 0.20 1682. 1.96 0.10 0.033
 5  0.48 1484. 1.32 0.01 0.50 1640. 1.77 0.20 0.34 1523. 1.40 0.20 0.21 1611. 1.80 0.20 1.54 1550. 1.50 0.20 1682. 1.96 0.10 0.033
 5  0.46 1485. 1.32 0.01 0.50 1640. 1.77 0.20 0.36 1522. 1.40 0.20 0.24 1612. 1.80 0.20 1.51 1550. 1.50 0.20 1682. 1.96 0.10 0.033
 5  0.46 1485. 1.32 0.01 0.49 1640. 1.77 0.20 0.36 1521. 1.41 0.20 0.24 1612. 1.80 0.20 1.51 1550. 1.50 0.20 1681. 1.95 0.10 0.033
 5  0.44 1485. 1.32 0.01 0.50 1640. 1.77 0.20 0.38 1520. 1.40 0.20 0.27 1611. 1.80 0.20 1.48 1550. 1.50 0.20 1680. 1.95 0.10 0.033
 5  0.44 1485. 1.32 0.01 0.50 1640. 1.77 0.20 0.38 1520. 1.42 0.20 0.27 1610. 1.80 0.20 1.48 1550. 1.50 0.20 1680. 1.95 0.10 0.033
 5  0.42 1482. 1.31 0.01 0.51 1640. 1.77 0.20 0.40 1521. 1.40 0.20 0.30 1610. 1.80 0.20 1.45 1550. 1.50 0.20 1678. 1.94 0.10 0.033
 5  0.42 1482. 1.31 0.01 0.50 1640. 1.77 0.20 0.40 1521. 1.41 0.20 0.30 1610. 1.80 0.20 1.45 1550. 1.50 0.20 1676. 1.93 0.10 0.033
 5  0.42 1482. 1.31 0.01 0.50 1640. 1.77 0.20 0.40 1521. 1.41 0.20 0.30 1610. 1.80 0.20 1.45 1550. 1.50 0.20 1676. 1.93 0.10 0.033
 6  0.60 1482. 1.31 0.01  0.40 1480. 1.30 0.01 0.50 1642. 1.77 0.20 0.42 1520. 1.40 0.20 0.30 1610. 1.80 0.20 1.45 1550. 1.50 0.20 1674. 1.93 0.10 0.033
 6  0.60 1482. 1.31 0.01  0.40 1480. 1.30 0.01 0.50 1642. 1.77 0.20 0.42 1520. 1.40 0.20 0.30 1610. 1.80 0.20 1.45 1550. 1.50 0.20 1674. 1.93 0.10 0.033
 6  0.60 1482. 1.31 0.01  0.40 1480. 1.30 0.01 0.50 1642. 1.77 0.20 0.42 1520. 1.40 0.20 0.28 1610. 1.80 0.20 1.45 1550. 1.50 0.20 1674. 1.93 0.10 0.033
 6  0.60 1482. 1.31 0.01  0.40 1480. 1.30 0.01 0.50 1642. 1.77 0.20 0.42 1520. 1.40 0.20 0.26 1610. 1.80 0.20 1.45 1550. 1.50 0.20 1674. 1.93 0.10 0.033
 6  0.60 1482. 1.31 0.01  0.40 1480. 1.30 0.01 0.50 1642. 1.77 0.20 0.42 1521. 1.41 0.20 0.26 1610. 1.80 0.20 1.45 1550. 1.50 0.20 1672. 1.92 0.10 0.033
 6  0.60 1482. 1.31 0.01  0.38 1480. 1.30 0.01 0.49 1642. 1.78 0.20 0.44 1523. 1.40 0.20 0.22 1610. 1.80 0.20 1.48 1550. 1.50 0.20 1670. 1.92 0.10 0.033
 6  0.60 1481. 1.30 0.01  0.38 1480. 1.30 0.01 0.50 1642. 1.78 0.20 0.44 1520. 1.40 0.20 0.22 1610. 1.80 0.20 1.48 1550. 1.50 0.20 1670. 1.92 0.10 0.033
 6  0.60 1481. 1.30 0.01  0.38 1480. 1.30 0.01 0.50 1642. 1.78 0.20 0.44 1520. 1.40 0.20 0.22 1610. 1.80 0.20 1.48 1550. 1.50 0.20 1670. 1.92 0.10 0.033
 6  0.60 1481. 1.30 0.01  0.36 1480. 1.30 0.01 0.48 1644. 1.78 0.20 0.46 1521. 1.41 0.20 0.19 1610. 1.80 0.20 1.51 1550. 1.50 0.20 1670. 1.92 0.10 0.033
 6  0.60 1480. 1.30 0.01  0.36 1480. 1.30 0.01 0.49 1644. 1.78 0.20 0.46 1521. 1.41 0.20 0.19 1610. 1.80 0.20 1.51 1550. 1.50 0.20 1672. 1.92 0.10 0.033
 6  0.60 1480. 1.30 0.01  0.36 1480. 1.30 0.01 0.49 1644. 1.78 0.20 0.46 1521. 1.41 0.20 0.19 1610. 1.80 0.20 1.51 1550. 1.50 0.20 1672. 1.92 0.10 0.033
 6  0.60 1480. 1.30 0.01  0.34 1480. 1.30 0.01 0.50 1644. 1.78 0.20 0.48 1520. 1.40 0.20 0.16 1610. 1.80 0.20 1.54 1550. 1.50 0.20 1674. 1.93 0.10 0.033
 6  0.60 1479. 1.30 0.01  0.34 1480. 1.30 0.01 0.51 1644. 1.78 0.20 0.48 1520. 1.42 0.20 0.16 1610. 1.80 0.20 1.54 1550. 1.50 0.20 1676. 1.93 0.10 0.033
 6  0.60 1478. 1.29 0.01  0.32 1480. 1.30 0.01 0.52 1646. 1.78 0.20 0.50 1522. 1.40 0.20 0.13 1610. 1.80 0.20 1.57 1550. 1.50 0.20 1678. 1.94 0.10 0.033
 6  0.60 1477. 1.29 0.01  0.32 1480. 1.30 0.01 0.51 1646. 1.78 0.20 0.50 1520. 1.41 0.20 0.13 1610. 1.80 0.20 1.57 1550. 1.50 0.20 1679. 1.94 0.10 0.033
 6  0.60 1478. 1.29 0.01  0.30 1481. 1.30 0.01 0.51 1648. 1.78 0.20 0.52 1520. 1.40 0.20 0.10 1610. 1.80 0.20 1.60 1550. 1.50 0.20 1679. 1.95 0.10 0.033
 6  0.60 1479. 1.30 0.01  0.30 1481. 1.30 0.01 0.51 1648. 1.78 0.20 0.52 1521. 1.41 0.20 0.10 1610. 1.80 0.20 1.60 1550. 1.50 0.20 1679. 1.95 0.10 0.033
 6  0.59 1480. 1.30 0.01  0.28 1481. 1.30 0.01 0.50 1650. 1.78 0.20 0.54 1521. 1.40 0.20 0.07 1610. 1.80 0.20 1.63 1550. 1.50 0.20 1679. 1.95 0.10 0.033
 6  0.59 1480. 1.30 0.01  0.28 1481. 1.30 0.01 0.50 1650. 1.78 0.20 0.54 1521. 1.43 0.20 0.07 1610. 1.80 0.20 1.63 1550. 1.50 0.20 1678. 1.95 0.10 0.033
 6  0.58 1480. 1.30 0.01  0.26 1482. 1.31 0.01 0.50 1650. 1.78 0.20 0.56 1520. 1.40 0.20 0.06 1610. 1.80 0.20 1.66 1550. 1.50 0.20 1678. 1.95 0.10 0.033
 6  0.58 1481. 1.30 0.01  0.26 1482. 1.31 0.01 0.50 1650. 1.78 0.20 0.56 1520. 1.42 0.20 0.06 1610. 1.80 0.20 1.66 1550. 1.50 0.20 1679. 1.95 0.10 0.033
 6  0.57 1480. 1.30 0.01  0.24 1482. 1.31 0.01 0.50 1652. 1.79 0.20 0.58 1522. 1.41 0.20 0.03 1610. 1.80 0.20 1.69 1550. 1.50 0.20 1679. 1.95 0.10 0.033
 6  0.57 1481. 1.30 0.01  0.24 1482. 1.31 0.01 0.50 1652. 1.79 0.20 0.58 1520. 1.40 0.20 0.03 1610. 1.80 0.20 1.69 1550. 1.50 0.20 1679. 1.95 0.10 0.033
 6  0.56 1480. 1.30 0.01  0.22 1483. 1.31 0.01 0.51 1654. 1.79 0.20 0.60 1520. 1.41 0.20 0.01 1610. 1.80 0.20 1.72 1550. 1.50 0.20 1680. 1.95 0.10 0.033
 6  0.56 1480. 1.30 0.01  0.22 1483. 1.31 0.01 0.52 1654. 1.79 0.20 0.60 1521. 1.40 0.20 0.01 1610. 1.80 0.20 1.72 1550. 1.50 0.20 1680. 1.95 0.10 0.033
 5  0.55 1482. 1.31 0.01  0.20 1483. 1.32 0.01 0.52 1656. 1.79 0.20 0.62 1520. 1.40 0.20 1.72 1550. 1.50 0.20 1680. 1.95 0.10 0.033
 5  0.55 1480. 1.30 0.01  0.20 1483. 1.32 0.01 0.52 1656. 1.79 0.20 0.62 1520. 1.41 0.20 1.72 1550. 1.50 0.20 1680. 1.95 0.10 0.033
 5  0.55 1481. 1.30 0.01  0.20 1483. 1.32 0.01 0.52 1656. 1.79 0.20 0.62 1520. 1.40 0.20 1.72 1550. 1.50 0.20 1680. 1.95 0.10 0.033
 5  0.54 1480. 1.30 0.01  0.18 1484. 1.32 0.01 0.52 1656. 1.80 0.20 0.64 1521. 1.40 0.20 1.72 1550. 1.50 0.20 1681. 1.95 0.10 0.033
 5  0.53 1482. 1.31 0.01  0.16 1484. 1.32 0.01 0.51 1658. 1.80 0.20 0.66 1521. 1.41 0.20 1.72 1550. 1.50 0.20 1681. 1.95 0.10 0.033
 5  0.52 1480. 1.30 0.01  0.14 1485. 1.32 0.01 0.51 1660. 1.80 0.20 0.68 1521. 1.40 0.20 1.73 1550. 1.50 0.20 1681. 1.95 0.10 0.033
 5  0.52 1481. 1.30 0.01  0.14 1485. 1.32 0.01 0.51 1660. 1.80 0.20 0.68 1522. 1.40 0.20 1.73 1550. 1.50 0.20 1681. 1.95 0.10 0.033
 5  0.51 1482. 1.31 0.01  0.12 1485. 1.30 0.01 0.51 1662. 1.81 0.20 0.70 1522. 1.41 0.20 1.74 1550. 1.50 0.20 1682. 1.96 0.10 0.033
 5  0.50 1483. 1.31 0.01  0.08 1486. 1.30 0.01 0.52 1664. 1.82 0.20 0.72 1522. 1.40 0.20 1.75 1550. 1.50 0.20 1682. 1.96 0.10 0.033
